term syriaca-headword.en	***Categories	***Source	***currently in use	New URI	idno URI	idno URI	idno URI	gloss.en	gloss.en	gloss.en	gloss.en	gloss.en	gloss.en	term syriaca-headword.de	term syriaca-headword.fr	term syriaca-headword.grc	gloss.grc	term syriaca-headword.la	gloss.la	term syriaca-headword.ru	term syriaca-headword.swe	gloss.swe	term syriaca-headword.syr	gloss.syr	term syriaca-headword.tru	gloss.tru	note abstract	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	***[revisit]	***[NOTES]		
Inns		CBSC	inns	inns	http://id.loc.gov/authorities/subjects/sh93000454																																																				http://syriaca.org/keyword/places															
Inscriptions		CBSC	inscriptions	inscriptions	http://id.loc.gov/authorities/subjects/sh85066566			epigraphs	epigraphy																																									http://syriaca.org/keyword/literature																		http://syriaca.org/keyword/writing				
Inscriptions [Arabic]		CBSC	inscriptions [Arabic]	inscriptions-arabic	http://id.loc.gov/authorities/subjects/sh85066574																																													http://syriaca.org/keyword/literature																		http://syriaca.org/keyword/writing				
Inscriptions [Armenian]		CBSC	inscriptions [Armenian]	inscriptions-armenian	http://id.loc.gov/authorities/subjects/sh85066576																																													http://syriaca.org/keyword/literature																		http://syriaca.org/keyword/writing				
Inscriptions [Chinese]		CBSC	inscriptions [Chinese]	inscriptions-chinese	http://id.loc.gov/authorities/subjects/sh85066583																																													http://syriaca.org/keyword/literature																		http://syriaca.org/keyword/writing				
Inscriptions [Greek]		CBSC	inscriptions [Greek]	inscriptions-greek	http://id.loc.gov/authorities/subjects/sh85066590																																													http://syriaca.org/keyword/literature																		http://syriaca.org/keyword/writing				
Inscriptions [Latin]		CBSC	inscriptions [Latin]	inscriptions-latin	http://id.loc.gov/authorities/subjects/sh85066606																																													http://syriaca.org/keyword/literature																		http://syriaca.org/keyword/writing				
Inscriptions [Persian]		CBSC	inscriptions [Persian]	inscriptions-persian	http://id.loc.gov/authorities/subjects/sh91000086																																													http://syriaca.org/keyword/literature																		http://syriaca.org/keyword/writing				
Inscriptions [Syriac]		CBSC	inscriptions [Syriac]	inscriptions-syriac	http://id.loc.gov/authorities/subjects/sh98007366																																													http://syriaca.org/keyword/literature																		http://syriaca.org/keyword/writing				
Inscriptions [Turkic]		CBSC	inscriptions [Turkic]	inscriptions-turkic	http://id.loc.gov/authorities/subjects/sh96004189																																													http://syriaca.org/keyword/literature																		http://syriaca.org/keyword/writing				
Institutions	category	category		institutions	http://id.loc.gov/authorities/subjects/sh85008810			organizations	social institutions	social organization	associations																																																													
Intertextuality	category	CBSC	intertextuality	intertextuality	http://id.loc.gov/authorities/subjects/sh88005212																																													http://syriaca.org/keyword/literature																						
Introduction		CBSC	introduction	introduction	http://id.loc.gov/authorities/subjects/sh99001683																																													http://syriaca.org/keyword/literature																						
Investiture		CBSC	investiture	investiture	http://id.loc.gov/authorities/subjects/sh85067704																																																							http://syriaca.org/keyword/ritual			http://syriaca.org/keyword/speech-acts									
Iron workers		new		iron-workers	http://id.loc.gov/authorities/subjects/sh85068167			ironsmiths	iron smiths									fabri ferrarius																																					http://syriaca.org/keyword/occupations																	
Islam	category	CBSC	Islam	islam	http://id.loc.gov/authorities/subjects/sh85068390																																																						http://syriaca.org/keyword/religion													
Islamization		CBSC	Islamization	islamization																																									http://syriaca.org/keyword/islam														http://syriaca.org/keyword/religion													
Italian translation		CBSC	Italian translation	italian-translation																																																														http://syriaca.org/keyword/translation						
IV CE		CBSC	IV CE	iv-ce																																																													http://syriaca.org/keyword/time							
IV-VII CE		CBSC	IV-VII CE	iv-vii-ce																																																													http://syriaca.org/keyword/time							
IX CE		CBSC	IX CE	ix-ce	http://id.loc.gov/authorities/subjects/sh00008480																																																												http://syriaca.org/keyword/time							
Jacobites		CBSC	Jacobites	jacobites	http://id.loc.gov/authorities/names/n84002368																																																						http://syriaca.org/keyword/religion										x	Do we want to perpetuate this nomenclature or should this simply be a variant under "Syrian Orthodox Church"?		
Jewelers		new		jewelers	http://id.loc.gov/authorities/subjects/sh85070192			jewellers	jewelry makers	jewellry makers																																													http://syriaca.org/keyword/occupations																	
Jewish background		CBSC	Jewish background	jewish-background																																										http://syriaca.org/keyword/judaism													http://syriaca.org/keyword/religion													
Jewish Christianity		CBSC	Jewish Christianity	jewish-christianity	http://id.loc.gov/authorities/subjects/sh85070266																										http://syriaca.org/keyword/christianity															http://syriaca.org/keyword/judaism																										
Jewish-Christian relations		CBSC	Jewish-Christian relations	jewish-christian-relations	http://id.loc.gov/authorities/subjects/sh85025268																										http://syriaca.org/keyword/christianity															http://syriaca.org/keyword/judaism													http://syriaca.org/keyword/religion													
Jews		CBSC	Jews	jews	http://id.loc.gov/authorities/subjects/sh85070361			Hebrews	Israelites	Jewish people	Judaic people																										http://syriaca.org/keyword/ethnicity																																			
Judaism	category	CBSC	Judaism	judaism	http://id.loc.gov/authorities/subjects/sh85070835																																																						http://syriaca.org/keyword/religion													
Justice		CBSC	justice	justice	http://id.loc.gov/authorities/subjects/sh85071118																															http://syriaca.org/keyword/ethics												http://syriaca.org/keyword/law																								
Karshuni		CBSC	Karshuni	karshuni			ISO 15924: ar-Syrc	Garshuni																																							http://syriaca.org/keyword/language																									
Khazars		CBSC	Khazars	khazars	http://id.loc.gov/authorities/subjects/sh85072191			Khazar	Kazar	Chazars	Khazirs																										http://syriaca.org/keyword/ethnicity																																			
Kingship		CBSC	kingship	kingship	http://id.loc.gov/authorities/subjects/sh85086679			king	kings	monarchy	monarchical							rex	regnum									http://syriaca.org/keyword/administration														http://syriaca.org/keyword/ideology						http://syriaca.org/keyword/law																								
